"","yr1status","YrFireName","Species","DBH_cm","Genus_species","CVS_percent","BCHM_m","BTL"
"23033",1,"2002 - Tenderfoot Fall","ABLA",12.7,"Abies_lasiocarpa",100,4.57,0
"23034",1,"2002 - Tenderfoot Fall","ABLA",17.526,"Abies_lasiocarpa",100,3.66,0
"23035",1,"2002 - Tenderfoot Fall","ABLA",10.922,"Abies_lasiocarpa",100,9.14,0
"23036",1,"2002 - Tenderfoot Fall","ABLA",23.114,"Abies_lasiocarpa",100,4.57,0
"23037",1,"2002 - Tenderfoot Fall","ABLA",13.97,"Abies_lasiocarpa",100,3.05,0
"23038",1,"2002 - Tenderfoot Fall","ABLA",16.51,"Abies_lasiocarpa",100,4.57,0
"23039",1,"2002 - Tenderfoot Fall","ABLA",18.542,"Abies_lasiocarpa",100,6.1,0
"23040",1,"2002 - Tenderfoot Fall","ABLA",21.336,"Abies_lasiocarpa",100,6.1,0
"23041",1,"2002 - Tenderfoot Fall","ABLA",18.542,"Abies_lasiocarpa",100,4.57,0
"23042",1,"2002 - Tenderfoot Fall","ABLA",16.002,"Abies_lasiocarpa",100,1.52,0
"23043",1,"2002 - Tenderfoot Fall","ABLA",14.478,"Abies_lasiocarpa",100,1.52,0
"23044",1,"2002 - Tenderfoot Fall","ABLA",18.542,"Abies_lasiocarpa",100,1.22,0
"23045",1,"2002 - Tenderfoot Fall","ABLA",30.48,"Abies_lasiocarpa",100,0,0
"23046",1,"2002 - Tenderfoot Fall","ABLA",12.7,"Abies_lasiocarpa",100,0.91,0
"23047",1,"2002 - Tenderfoot Fall","ABLA",10.16,"Abies_lasiocarpa",100,0,0
"23048",1,"2002 - Tenderfoot Fall","ABLA",10.16,"Abies_lasiocarpa",100,0,0
"23049",1,"2002 - Tenderfoot Fall","ABLA",12.446,"Abies_lasiocarpa",100,3.05,0
"23050",1,"2002 - Tenderfoot Fall","ABLA",12.7,"Abies_lasiocarpa",100,3.05,0
"23051",1,"2002 - Tenderfoot Fall","ABLA",12.192,"Abies_lasiocarpa",100,7.62,0
"23052",1,"2002 - Tenderfoot Fall","ABLA",14.478,"Abies_lasiocarpa",100,9.14,0
"23053",1,"2002 - Tenderfoot Fall","ABLA",14.478,"Abies_lasiocarpa",100,9.14,0
"23054",0,"2002 - Tenderfoot Fall","ABLA",15.748,"Abies_lasiocarpa",60,0,0
"23055",0,"2002 - Tenderfoot Fall","ABLA",19.05,"Abies_lasiocarpa",70,0,0
"23056",0,"2003 - Tenderfoot Spring","ABLA",10.16,"Abies_lasiocarpa",80,0.3,0
"23057",0,"2002 - Tenderfoot Fall","ABLA",21.844,"Abies_lasiocarpa",80,3.05,0
"23058",0,"2002 - Tenderfoot Fall","ABLA",18.034,"Abies_lasiocarpa",80,0,0
"23059",0,"2003 - Tenderfoot Spring","ABLA",12.954,"Abies_lasiocarpa",85,0,0
"23060",0,"2002 - Tenderfoot Fall","ABLA",11.176,"Abies_lasiocarpa",90,2.44,0
"23061",0,"2002 - Tenderfoot Fall","ABLA",11.43,"Abies_lasiocarpa",90,0.91,0
"23062",0,"2002 - Tenderfoot Fall","ABLA",18.796,"Abies_lasiocarpa",90,4.57,0
"23063",0,"2003 - Tenderfoot Spring","ABLA",15.24,"Abies_lasiocarpa",95,0.15,0
"23064",0,"2002 - Tenderfoot Fall","ABLA",23.368,"Abies_lasiocarpa",95,1.83,0
"23065",0,"2002 - Tenderfoot Fall","ABLA",11.176,"Abies_lasiocarpa",95,0,0
"23066",1,"2002 - Tenderfoot Fall","ABLA",30.48,"Abies_lasiocarpa",100,3.05,0
"23067",1,"2002 - Tenderfoot Fall","ABLA",15.494,"Abies_lasiocarpa",100,4.57,0
"23068",1,"2002 - Tenderfoot Fall","ABLA",13.462,"Abies_lasiocarpa",100,2.13,0
"23069",1,"2002 - Tenderfoot Fall","ABLA",12.954,"Abies_lasiocarpa",100,3.05,0
"23070",1,"2002 - Tenderfoot Fall","ABLA",12.7,"Abies_lasiocarpa",100,2.44,0
"23071",1,"2002 - Tenderfoot Fall","ABLA",22.352,"Abies_lasiocarpa",100,4.57,0
"23072",1,"2002 - Tenderfoot Fall","ABLA",11.938,"Abies_lasiocarpa",100,0,0
"23073",1,"2002 - Tenderfoot Fall","ABLA",10.922,"Abies_lasiocarpa",100,0,0
"23074",1,"2002 - Tenderfoot Fall","ABLA",24.384,"Abies_lasiocarpa",100,1.52,0
"23075",0,"2003 - Tenderfoot Spring","ABLA",15.748,"Abies_lasiocarpa",60,1.83,0
"23076",0,"2002 - Tenderfoot Fall","ABLA",20.32,"Abies_lasiocarpa",60,3.05,0
"23095",0,"2006 - Sharps Ridge","ABLA",43.18,"Abies_lasiocarpa",5,3.35,0
"23096",0,"2006 - Sharps Ridge","ABLA",48.26,"Abies_lasiocarpa",10,2.44,1
"23097",0,"2003 - Bull Springs","ABLA",28.956,"Abies_lasiocarpa",90,0.91,0
"23098",0,"2006 - Sharps Ridge","ABLA",50.8,"Abies_lasiocarpa",55,6.1,0
"23099",0,"2006 - Sharps Ridge","ABLA",48.26,"Abies_lasiocarpa",75,5.49,0
"23100",0,"2006 - Sharps Ridge","ABLA",25.4,"Abies_lasiocarpa",0,0.3,0
"23101",0,"2007 - Grapple","ABLA",20.32,"Abies_lasiocarpa",10,2.74,0
"23102",1,"2007 - Grapple","ABLA",20.32,"Abies_lasiocarpa",15,1.83,0
"23103",0,"2006 - Sharps Ridge","ABLA",33.02,"Abies_lasiocarpa",5,0.61,0
"23104",1,"2007 - Grapple","ABLA",22.86,"Abies_lasiocarpa",1,2.74,0
"23105",0,"2006 - Sharps Ridge","ABLA",20.32,"Abies_lasiocarpa",25,4.57,1
"23106",0,"2006 - Sharps Ridge","ABLA",38.1,"Abies_lasiocarpa",35,2.44,1
"23107",0,"2003 - Griff","ABLA",49.53,"Abies_lasiocarpa",5,7.01,0
"23108",0,"2006 - Sharps Ridge","ABLA",99.06,"Abies_lasiocarpa",0,2.44,1
"23109",0,"2006 - Sharps Ridge","ABLA",30.48,"Abies_lasiocarpa",80,0.91,1
"23110",0,"2006 - Sharps Ridge","ABLA",43.18,"Abies_lasiocarpa",40,0.3,1
"23111",0,"2006 - Sharps Ridge","ABLA",25.4,"Abies_lasiocarpa",80,1.83,0
"23112",0,"2006 - Sharps Ridge","ABLA",30.48,"Abies_lasiocarpa",0,0.3,0
"23113",0,"2003 - B and B","ABLA",24.384,"Abies_lasiocarpa",75,0.91,1
"23114",0,"2006 - Sharps Ridge","ABLA",27.94,"Abies_lasiocarpa",30,4.57,1
"23115",0,"2006 - Sharps Ridge","ABLA",35.56,"Abies_lasiocarpa",75,4.27,1
"23116",0,"2006 - Sharps Ridge","ABLA",17.78,"Abies_lasiocarpa",5,1.52,1
"23117",1,"2003 - Bull Springs","ABLA",31.75,"Abies_lasiocarpa",10,0.3,1
"23118",0,"2006 - Sharps Ridge","ABLA",30.48,"Abies_lasiocarpa",10,3.05,0
"23119",0,"2006 - Sharps Ridge","ABLA",30.48,"Abies_lasiocarpa",45,2.44,1
"23120",0,"2006 - Sharps Ridge","ABLA",83.82,"Abies_lasiocarpa",0,0.3,1
"23121",0,"2006 - Sharps Ridge","ABLA",30.48,"Abies_lasiocarpa",25,0,0
"23122",0,"2006 - Sharps Ridge","ABLA",38.1,"Abies_lasiocarpa",5,1.83,1
"23123",0,"2006 - Sharps Ridge","ABLA",48.26,"Abies_lasiocarpa",6,2.44,1
"23124",0,"2006 - Sharps Ridge","ABLA",25.4,"Abies_lasiocarpa",95,0.91,0
"23125",0,"2006 - Sharps Ridge","ABLA",48.26,"Abies_lasiocarpa",10,1.22,1
"23126",0,"2006 - Sharps Ridge","ABLA",22.86,"Abies_lasiocarpa",95,1.22,0
"23127",0,"2006 - Sharps Ridge","ABLA",30.48,"Abies_lasiocarpa",95,3.66,0
"23128",0,"2011 - Wallow","ABLA",15.8,"Abies_lasiocarpa",45,0.1,0
"25521",1,"2006 - Tripod","ALINT",11.176,"Alnus_incana",100,0.3,0
"25522",1,"2006 - Tripod","ALINT",3.81,"Alnus_incana",100,0,0
"25523",1,"2006 - Tripod","ALINT",13.208,"Alnus_incana",100,4.27,0
"25524",1,"2006 - Tripod","ALINT",23.368,"Alnus_incana",100,10.97,0
"25525",1,"2006 - Tripod","ALINT",10.414,"Alnus_incana",100,0,0
"25526",1,"2006 - Tripod","ALINT",21.082,"Alnus_incana",100,8.23,0
"25527",1,"2006 - Tripod","ALINT",5.842,"Alnus_incana",100,0,0
"25528",1,"2006 - Tripod","ALINT",2.54,"Alnus_incana",100,0,0
"25529",1,"2006 - Tripod","ALINT",3.556,"Alnus_incana",100,0.61,0
"25530",1,"2006 - Tripod","ALINT",7.112,"Alnus_incana",100,0,0
"25531",1,"2006 - Tripod","ALINT",8.128,"Alnus_incana",100,0.3,0
"25532",1,"2006 - Tripod","ALINT",5.842,"Alnus_incana",100,0,0
"25533",1,"2006 - Tripod","ALINT",3.556,"Alnus_incana",100,0,0
"25534",1,"2006 - Tripod","ALINT",5.334,"Alnus_incana",100,0,0
"25535",1,"2006 - Tripod","ALINT",5.08,"Alnus_incana",100,0,0
"25536",1,"2006 - Tripod","ALINT",6.096,"Alnus_incana",100,0,0
"25537",1,"2006 - Tripod","ALINT",2.286,"Alnus_incana",100,0,0
"25538",1,"2006 - Tripod","ALINT",8.128,"Alnus_incana",100,0,0
"25539",1,"2006 - Tripod","ALINT",4.318,"Alnus_incana",100,0.15,0
"25540",1,"2006 - Tripod","ALINT",5.08,"Alnus_incana",100,1.98,0
"25541",1,"2006 - Tripod","ALINT",6.858,"Alnus_incana",100,0,0
"25542",1,"2006 - Tripod","ALINT",6.858,"Alnus_incana",100,0,0
"25543",1,"2006 - Tripod","ALINT",6.35,"Alnus_incana",100,0.3,0
"25544",1,"2006 - Tripod","ALINT",6.604,"Alnus_incana",100,0.3,0
"25545",1,"2006 - Tripod","ALINT",9.652,"Alnus_incana",100,1.22,0
"25546",1,"2006 - Tripod","ALINT",13.462,"Alnus_incana",100,3.05,0
"25547",0,"2006 - Tripod","ALINT",17.272,"Alnus_incana",5,0,0
"25548",1,"2006 - Tripod","ALINT",5.334,"Alnus_incana",100,0,0
"25549",1,"2006 - Tripod","ALINT",6.858,"Alnus_incana",100,0,0
"25550",1,"2006 - Tripod","ALINT",3.048,"Alnus_incana",100,2.44,0
"25551",1,"2006 - Tripod","ALINT",5.334,"Alnus_incana",100,0,0
"25552",1,"2006 - Tripod","ALINT",7.62,"Alnus_incana",100,2.44,0
"25553",1,"2006 - Tripod","ALINT",4.826,"Alnus_incana",100,2.44,0
"25554",1,"2006 - Tripod","ALINT",6.096,"Alnus_incana",100,2.44,0
"25555",1,"2006 - Tripod","ALINT",3.302,"Alnus_incana",100,2.44,0
"25556",1,"2006 - Tripod","ALINT",5.842,"Alnus_incana",100,2.44,0
"25557",1,"2006 - Tripod","ALINT",4.572,"Alnus_incana",100,2.44,0
"25558",1,"2006 - Tripod","ALINT",7.62,"Alnus_incana",100,0,0
"25559",1,"2006 - Tripod","ALINT",2.286,"Alnus_incana",100,0,0
"25560",1,"2006 - Tripod","ALINT",6.35,"Alnus_incana",100,0,0
"25561",1,"2006 - Tripod","ALINT",4.318,"Alnus_incana",100,0,0
"25562",1,"2006 - Tripod","ALINT",31.496,"Alnus_incana",100,2.44,0
"25563",1,"2006 - Tripod","ALINT",5.842,"Alnus_incana",100,0,0
"25564",1,"2006 - Tripod","ALINT",1.524,"Alnus_incana",100,2.44,0
"25565",1,"2006 - Tripod","ALINT",20.828,"Alnus_incana",100,3.66,0
"25566",1,"2006 - Tripod","ALINT",3.048,"Alnus_incana",100,0,0
"25567",1,"2006 - Tripod","ALINT",2.286,"Alnus_incana",100,0,0
"25568",1,"2006 - Tripod","ALINT",21.59,"Alnus_incana",100,2.13,0
"25569",1,"2006 - Tripod","ALINT",3.302,"Alnus_incana",100,0,0
"25570",1,"2006 - Tripod","ALINT",2.286,"Alnus_incana",100,0,0
"25571",1,"2006 - Tripod","ALINT",4.318,"Alnus_incana",100,0,0
"25572",1,"2006 - Tripod","ALINT",4.064,"Alnus_incana",100,0,0
"25573",1,"2006 - Tripod","ALINT",3.302,"Alnus_incana",100,0,0
"25574",1,"2006 - Tripod","ALINT",4.572,"Alnus_incana",100,0,0
"25575",1,"2006 - Tripod","ALINT",21.844,"Alnus_incana",100,0.91,0
"25576",1,"2006 - Tripod","ALINT",3.81,"Alnus_incana",100,1.52,0
"25577",1,"2006 - Tripod","ALINT",2.54,"Alnus_incana",100,0.15,0
"25578",1,"2006 - Tripod","ALINT",10.414,"Alnus_incana",100,0.3,0
"25579",1,"2006 - Tripod","ALINT",6.604,"Alnus_incana",100,0,0
"27271",0,"2002 - Apple","CADE27",50.8,"Calocedrus_decurrens",0,5.49,0
"27272",0,"2002 - Tiller","CADE27",72.898,"Calocedrus_decurrens",0,4.57,0
"27273",0,"2003 - B and B","CADE27",42.672,"Calocedrus_decurrens",0,1.52,0
"27274",0,"2002 - Biscuit","CADE27",106.68,"Calocedrus_decurrens",8,15.24,0
"27275",0,"2002 - Apple","CADE27",86.36,"Calocedrus_decurrens",22,7.62,0
"27276",0,"2002 - Biscuit","CADE27",96.52,"Calocedrus_decurrens",0,6.71,0
"27277",0,"2002 - Tiller","CADE27",66.04,"Calocedrus_decurrens",17,3.66,0
"27278",0,"2002 - Tiller","CADE27",50.546,"Calocedrus_decurrens",25,4.27,0
"27279",0,"2002 - Tiller","CADE27",44.704,"Calocedrus_decurrens",0,4.57,0
"27280",0,"2002 - Tiller","CADE27",50.292,"Calocedrus_decurrens",0,5.49,0
"27281",0,"2002 - Tiller","CADE27",43.688,"Calocedrus_decurrens",50,6.1,0
"27282",0,"2002 - Tiller","CADE27",33.02,"Calocedrus_decurrens",47,2.44,0
"27283",0,"2002 - Apple","CADE27",91.44,"Calocedrus_decurrens",0,11.58,0
"27284",0,"2002 - Biscuit","CADE27",38.1,"Calocedrus_decurrens",0,2.13,0
"27285",0,"2002 - Biscuit","CADE27",38.1,"Calocedrus_decurrens",0,2.74,0
"27286",1,"2002 - Tiller","CADE27",86.614,"Calocedrus_decurrens",0,18.29,1
"27287",0,"2002 - Apple","CADE27",20.32,"Calocedrus_decurrens",41,1.22,0
"27288",0,"2002 - Apple","CADE27",63.5,"Calocedrus_decurrens",75,10.97,0
"27289",0,"2002 - Tiller","CADE27",14.478,"Calocedrus_decurrens",45,2.44,0
"27290",0,"2002 - Apple","CADE27",53.34,"Calocedrus_decurrens",20,10.36,0
"27291",0,"2002 - Apple","CADE27",33.02,"Calocedrus_decurrens",17,10.36,0
"27292",0,"2002 - Tiller","CADE27",59.944,"Calocedrus_decurrens",0,2.13,0
"27293",1,"2002 - Tiller","CADE27",34.798,"Calocedrus_decurrens",90,6.1,0
"27294",0,"2002 - Tiller","CADE27",24.384,"Calocedrus_decurrens",5,1.22,0
"27295",0,"2002 - Tiller","CADE27",111.76,"Calocedrus_decurrens",0,4.27,0
"27296",0,"2002 - Tiller","CADE27",56.134,"Calocedrus_decurrens",0,0.61,0
"27297",0,"2002 - Tiller","CADE27",60.96,"Calocedrus_decurrens",0,1.83,0
"27298",0,"2002 - Biscuit","CADE27",27.94,"Calocedrus_decurrens",11,3.66,0
"27299",0,"2002 - Apple","CADE27",81.28,"Calocedrus_decurrens",0,7.01,0
"27300",0,"2002 - Apple","CADE27",149.86,"Calocedrus_decurrens",0,15.24,0
"27301",0,"2002 - Apple","CADE27",45.72,"Calocedrus_decurrens",52,9.75,0
"27302",0,"2002 - Tiller","CADE27",32.766,"Calocedrus_decurrens",0,2.74,0
"27303",0,"2002 - Apple","CADE27",71.12,"Calocedrus_decurrens",13,7.01,0
"27304",0,"2002 - Tiller","CADE27",23.622,"Calocedrus_decurrens",16,1.83,0
"27305",1,"2002 - Tiller","CADE27",22.352,"Calocedrus_decurrens",92,0.3,0
"27306",0,"2002 - Tiller","CADE27",18.034,"Calocedrus_decurrens",22,0.3,0
"27307",0,"2002 - Apple","CADE27",142.24,"Calocedrus_decurrens",0,9.14,0
"27308",0,"2002 - Apple","CADE27",53.34,"Calocedrus_decurrens",80,5.18,0
"27309",0,"2002 - Apple","CADE27",104.14,"Calocedrus_decurrens",30,13.72,0
"27310",0,"2002 - Tiller","CADE27",18.796,"Calocedrus_decurrens",0,0,0
"27311",0,"2002 - Tiller","CADE27",59.182,"Calocedrus_decurrens",0,0.61,0
"27312",0,"2002 - Apple","CADE27",96.52,"Calocedrus_decurrens",0,3.35,0
"27313",0,"2002 - Tiller","CADE27",25.4,"Calocedrus_decurrens",40,4.57,0
"27314",0,"2003 - B and B","CADE27",40.894,"Calocedrus_decurrens",5,2.13,0
"27315",0,"2002 - Biscuit","CADE27",45.72,"Calocedrus_decurrens",0,1.83,0
"27316",0,"2002 - Tiller","CADE27",96.012,"Calocedrus_decurrens",0,7.62,0
"27317",0,"2002 - Apple","CADE27",50.8,"Calocedrus_decurrens",8,5.18,0
"27318",0,"2002 - Tiller","CADE27",60.452,"Calocedrus_decurrens",0,6.1,0
"27319",0,"2002 - Apple","CADE27",116.84,"Calocedrus_decurrens",14,12.8,0
"27320",0,"2002 - Tiller","CADE27",56.642,"Calocedrus_decurrens",0,3.66,0
"27321",0,"2002 - Apple","CADE27",58.42,"Calocedrus_decurrens",50,5.49,0
"27322",0,"2002 - Biscuit","CADE27",22.86,"Calocedrus_decurrens",13,3.05,0
"27323",0,"2002 - Tiller","CADE27",91.948,"Calocedrus_decurrens",0,13.72,0
"27324",0,"2002 - Apple","CADE27",40.64,"Calocedrus_decurrens",0,2.74,0
"29392",0,"2003 - Griff","CANO9",25.654,"Chamaecyparis_nootkatensis",0,1.22,0
"29393",0,"2003 - Griff","CANO9",23.622,"Chamaecyparis_nootkatensis",0,0.3,1
"29394",0,"2003 - Griff","CANO9",35.56,"Chamaecyparis_nootkatensis",0,0.3,0
"29395",0,"2003 - Griff","CANO9",31.242,"Chamaecyparis_nootkatensis",0,0.3,0
"29396",0,"2003 - Griff","CANO9",20.32,"Chamaecyparis_nootkatensis",0,0.15,0
"29397",0,"2003 - Griff","CANO9",23.622,"Chamaecyparis_nootkatensis",20,0.3,0
"29398",0,"2003 - Griff","CANO9",26.67,"Chamaecyparis_nootkatensis",0,0.3,0
"29399",0,"2003 - Griff","CANO9",37.592,"Chamaecyparis_nootkatensis",0,0.3,0
"29400",0,"2003 - Griff","CANO9",24.13,"Chamaecyparis_nootkatensis",0,0.3,0
"29401",0,"2003 - Griff","CANO9",20.574,"Chamaecyparis_nootkatensis",1,0.3,0
"29402",0,"2003 - Griff","CANO9",48.768,"Chamaecyparis_nootkatensis",1,3.96,0
"29403",0,"2003 - Griff","CANO9",37.338,"Chamaecyparis_nootkatensis",0,0.3,0
"29404",0,"2003 - Griff","CANO9",36.068,"Chamaecyparis_nootkatensis",0,1.52,0
"29405",0,"2003 - Griff","CANO9",22.86,"Chamaecyparis_nootkatensis",0,1.83,0
"29406",0,"2003 - Griff","CANO9",41.91,"Chamaecyparis_nootkatensis",0,0.3,0
"29407",0,"2003 - Griff","CANO9",30.988,"Chamaecyparis_nootkatensis",1,1.83,0
"29408",0,"2003 - Griff","CANO9",29.464,"Chamaecyparis_nootkatensis",0,0.3,0
"29409",0,"2003 - Griff","CANO9",25.146,"Chamaecyparis_nootkatensis",0,0.3,0
"29410",0,"2003 - Griff","CANO9",62.23,"Chamaecyparis_nootkatensis",5,14.02,0
"29411",0,"2003 - Griff","CANO9",35.306,"Chamaecyparis_nootkatensis",1,0.3,0
"29412",0,"2003 - Griff","CANO9",18.542,"Chamaecyparis_nootkatensis",5,0.3,0
"29413",0,"2003 - Griff","CANO9",22.606,"Chamaecyparis_nootkatensis",0,1.52,0
"29414",0,"2003 - Griff","CANO9",22.606,"Chamaecyparis_nootkatensis",1,0.3,0
"29415",0,"2003 - Griff","CANO9",34.29,"Chamaecyparis_nootkatensis",10,0.3,0
"29416",0,"2003 - Griff","CANO9",28.194,"Chamaecyparis_nootkatensis",0,0.15,0
"29417",0,"2003 - Griff","CANO9",30.988,"Chamaecyparis_nootkatensis",0,0.91,0
"29830",0,"2005 - Blossom","CHLA",82.042,"Chamaecyparis_lawsoniana",20,10.97,0
"29831",0,"2002 - Biscuit","CHLA",43.18,"Chamaecyparis_lawsoniana",43,7.32,0
"29832",0,"2005 - Blossom","CHLA",13.97,"Chamaecyparis_lawsoniana",0,0.61,0
"29833",0,"2005 - Blossom","CHLA",32.512,"Chamaecyparis_lawsoniana",0,1.52,0
"29834",0,"2002 - Biscuit","CHLA",55.88,"Chamaecyparis_lawsoniana",0,2.13,0
"29835",0,"2002 - Biscuit","CHLA",20.32,"Chamaecyparis_lawsoniana",0,0.61,0
"29836",0,"2002 - Biscuit","CHLA",15.24,"Chamaecyparis_lawsoniana",53,2.13,0
"29837",0,"2002 - Biscuit","CHLA",53.34,"Chamaecyparis_lawsoniana",8,3.96,0
"29838",0,"2002 - Biscuit","CHLA",99.06,"Chamaecyparis_lawsoniana",0,3.96,0
"29839",0,"2002 - Biscuit","CHLA",76.2,"Chamaecyparis_lawsoniana",0,9.14,0
"29840",1,"2002 - Biscuit","CHLA",12.7,"Chamaecyparis_lawsoniana",67,0.61,0
"29841",0,"2002 - Biscuit","CHLA",30.48,"Chamaecyparis_lawsoniana",0,6.1,0
"29842",0,"2002 - Biscuit","CHLA",35.56,"Chamaecyparis_lawsoniana",0,2.44,0
"29843",0,"2005 - Blossom","CHLA",22.606,"Chamaecyparis_lawsoniana",0,0.61,0
"29844",0,"2002 - Biscuit","CHLA",73.66,"Chamaecyparis_lawsoniana",0,3.66,0
"29845",0,"2002 - Biscuit","CHLA",53.34,"Chamaecyparis_lawsoniana",14,2.74,0
"29846",0,"2002 - Biscuit","CHLA",119.38,"Chamaecyparis_lawsoniana",0,1.22,0
"29847",1,"2002 - Biscuit","CHLA",38.1,"Chamaecyparis_lawsoniana",22,7.62,0
"29848",0,"2002 - Biscuit","CHLA",96.52,"Chamaecyparis_lawsoniana",0,4.57,0
"29849",0,"2005 - Blossom","CHLA",77.978,"Chamaecyparis_lawsoniana",0,5.18,0
"29850",0,"2005 - Blossom","CHLA",43.18,"Chamaecyparis_lawsoniana",0,7.32,0
"29851",0,"2005 - Blossom","CHLA",62.992,"Chamaecyparis_lawsoniana",0,5.49,0
"29852",1,"2002 - Biscuit","CHLA",30.48,"Chamaecyparis_lawsoniana",17,0.61,0
"29853",0,"2002 - Biscuit","CHLA",63.5,"Chamaecyparis_lawsoniana",22,9.75,0
"29854",0,"2005 - Blossom","CHLA",17.272,"Chamaecyparis_lawsoniana",0,1.22,0
"29855",0,"2002 - Biscuit","CHLA",91.44,"Chamaecyparis_lawsoniana",0,6.1,0
"29856",0,"2002 - Biscuit","CHLA",73.66,"Chamaecyparis_lawsoniana",7,7.62,0
"29857",0,"2002 - Biscuit","CHLA",60.96,"Chamaecyparis_lawsoniana",0,7.62,0
"29858",0,"2002 - Biscuit","CHLA",96.52,"Chamaecyparis_lawsoniana",0,7.62,0
"29859",0,"2002 - Biscuit","CHLA",86.36,"Chamaecyparis_lawsoniana",0,3.05,0
"29860",0,"2002 - Biscuit","CHLA",60.96,"Chamaecyparis_lawsoniana",20,3.05,1
"29861",0,"2002 - Biscuit","CHLA",63.5,"Chamaecyparis_lawsoniana",6,2.44,0
"29862",0,"2002 - Biscuit","CHLA",35.56,"Chamaecyparis_lawsoniana",90,6.71,0
"29863",0,"2002 - Biscuit","CHLA",104.14,"Chamaecyparis_lawsoniana",81,24.38,0
"29864",0,"2005 - Blossom","CHLA",69.088,"Chamaecyparis_lawsoniana",0,1.52,0
"29865",0,"2002 - Biscuit","CHLA",76.2,"Chamaecyparis_lawsoniana",0,12.19,0
"29866",0,"2002 - Biscuit","CHLA",20.32,"Chamaecyparis_lawsoniana",0,1.83,0
"29867",0,"2005 - Blossom","CHLA",27.686,"Chamaecyparis_lawsoniana",20,2.74,0
"29868",0,"2002 - Biscuit","CHLA",40.64,"Chamaecyparis_lawsoniana",98,7.92,0
"29869",0,"2002 - Biscuit","CHLA",20.32,"Chamaecyparis_lawsoniana",20,0.61,0
"29870",0,"2002 - Biscuit","CHLA",60.96,"Chamaecyparis_lawsoniana",8,9.14,0
"29871",0,"2002 - Biscuit","CHLA",152.4,"Chamaecyparis_lawsoniana",0,7.32,0
"29872",0,"2002 - Biscuit","CHLA",71.12,"Chamaecyparis_lawsoniana",0,4.57,0
"29873",1,"2002 - Biscuit","CHLA",15.24,"Chamaecyparis_lawsoniana",75,1.52,0
"29874",0,"2002 - Biscuit","CHLA",60.96,"Chamaecyparis_lawsoniana",8,1.83,0
"29875",1,"2002 - Biscuit","CHLA",35.56,"Chamaecyparis_lawsoniana",90,3.05,0
"29876",0,"2005 - Blossom","CHLA",45.72,"Chamaecyparis_lawsoniana",0,1.22,0
"29877",0,"2002 - Biscuit","CHLA",86.36,"Chamaecyparis_lawsoniana",0,5.18,0
"29878",0,"2005 - Blossom","CHLA",72.136,"Chamaecyparis_lawsoniana",15,3.66,0
"29879",0,"2002 - Biscuit","CHLA",35.56,"Chamaecyparis_lawsoniana",0,3.66,0
"29880",0,"2002 - Biscuit","CHLA",33.02,"Chamaecyparis_lawsoniana",47,3.66,0
"29881",0,"2005 - Blossom","CHLA",75.692,"Chamaecyparis_lawsoniana",0,3.35,0
"29882",0,"2002 - Biscuit","CHLA",48.26,"Chamaecyparis_lawsoniana",40,7.32,0
"29883",0,"2005 - Blossom","CHLA",81.026,"Chamaecyparis_lawsoniana",0,11.58,1
"29884",0,"2002 - Biscuit","CHLA",17.78,"Chamaecyparis_lawsoniana",0,0.91,0
"29885",0,"2005 - Blossom","CHLA",94.742,"Chamaecyparis_lawsoniana",0,6.71,0
"29886",0,"2002 - Biscuit","CHLA",55.88,"Chamaecyparis_lawsoniana",0,4.27,0
"29887",0,"2005 - Blossom","CHLA",71.12,"Chamaecyparis_lawsoniana",10,19.81,1
"29888",0,"2002 - Biscuit","CHLA",43.18,"Chamaecyparis_lawsoniana",0,2.44,0
"29889",0,"2002 - Biscuit","CHLA",81.28,"Chamaecyparis_lawsoniana",0,0.91,0
"29890",0,"2002 - Biscuit","CHLA",127,"Chamaecyparis_lawsoniana",56,10.67,0
"29891",0,"2002 - Biscuit","CHLA",66.04,"Chamaecyparis_lawsoniana",0,0.91,0
"29892",0,"2002 - Biscuit","CHLA",86.36,"Chamaecyparis_lawsoniana",50,9.14,0
"29893",0,"2002 - Biscuit","CHLA",45.72,"Chamaecyparis_lawsoniana",13,7.92,0
"29894",0,"2002 - Biscuit","CHLA",96.52,"Chamaecyparis_lawsoniana",0,18.29,0
"29895",0,"2002 - Biscuit","CHLA",50.8,"Chamaecyparis_lawsoniana",3,4.57,0
"29896",0,"2002 - Biscuit","CHLA",66.04,"Chamaecyparis_lawsoniana",0,1.52,0
"29897",0,"2002 - Biscuit","CHLA",55.88,"Chamaecyparis_lawsoniana",0,0.61,0
"29898",0,"2005 - Blossom","CHLA",66.294,"Chamaecyparis_lawsoniana",0,3.35,1
"30745",0,"2011 - Wallow","JUDE2",17.8,"Juniperus_deppeana",100,5.7,0
"31941",0,"2006 - Tripod","LAOC",21.336,"Larix_occidentalis",35,1.22,0
"31942",0,"2006 - Tripod","LAOC",38.354,"Larix_occidentalis",0,1.52,0
"31943",0,"2006 - Tripod","LAOC",55.372,"Larix_occidentalis",0,10.36,0
"31944",0,"2006 - Tripod","LAOC",32.512,"Larix_occidentalis",0,1.98,0
"31945",1,"2006 - Tripod","LAOC",9.144,"Larix_occidentalis",100,11.89,0
"31946",0,"2006 - Tripod","LAOC",1.27,"Larix_occidentalis",0,0,0
"31947",1,"2006 - Tripod","LAOC",14.732,"Larix_occidentalis",100,0,0
